,squareMeters,numberOfRooms,hasYard,hasPool,cityCode,cityPartRange,numPrevOwners,bathroom,price,price_per_sqft
849,63341,81,0,0,45352,10,6,5,6338314.1,10006653.036737658
850,91166,100,1,1,89777,10,6,0,9123483.5,10007550.512252375
851,86153,7,1,1,11435,9,9,6,8627514.0,10014177.103525124
852,24519,54,0,1,5764,8,4,3,2456369.1,10018227.089196134
853,17458,69,1,0,97354,7,5,2,1751679.8,10033679.688395005
854,48568,18,1,0,40071,2,3,7,4860230.1,10007062.469115466
855,14881,68,1,0,9188,8,9,10,1498063.7,10066955.84974128
856,61123,25,1,1,27146,5,4,5,6123098.5,10017666.835724687
857,3854,7,1,0,32919,8,7,10,393085.9,10199426.569797613
858,86908,90,0,0,28155,8,7,7,8695385.4,10005276.154093985
859,55366,51,0,0,18443,4,3,8,5540333.1,10006742.585702417
860,17051,46,1,1,67578,2,2,2,1710016.3,10028832.913025629
861,14436,15,0,0,9002,9,2,10,1444902.2,10009020.504294818
862,34220,50,1,1,30858,3,3,1,3430761.6,10025603.74050263
863,95215,72,0,0,8349,7,9,6,9522466.9,10001015.49125663
864,82140,63,0,0,51301,1,9,5,8215500.3,10001826.515704894
865,5706,57,0,0,51600,4,7,7,574164.5,10062469.330529267
866,35778,92,0,0,16239,6,8,9,3580006.2,10006166.35921516
867,73323,43,0,1,8554,5,10,6,7334601.0,10003138.169469334
868,97544,65,0,0,74577,2,2,5,9760573.4,10006328.836217502
869,74037,75,1,0,185,5,10,10,7410767.7,10009546.172859516
870,27244,95,0,0,51203,9,7,6,2731619.6,10026499.779768022
871,7812,68,0,1,30594,4,6,0,786725.2,10070727.086533539
872,95800,83,1,1,75731,1,9,3,9591195.0,10011685.80375783
873,4442,11,1,0,10345,3,8,1,450428.6,10140220.621341739
874,71399,40,0,0,34136,5,10,10,7141237.6,10001873.415594056
875,8223,73,1,0,91132,10,4,5,828761.9,10078583.242125744
876,49694,47,1,0,42649,4,8,1,4973672.1,10008596.812492453
877,71661,54,0,1,30637,1,6,2,7173346.4,10010112.05537182
878,98826,87,1,1,7899,7,2,9,9894829.7,10012374.982292108
879,92000,54,1,0,559,6,8,2,9203514.1,10003819.673913043
880,82274,36,1,1,30208,8,1,10,8237371.3,10012119.62466879
881,28957,71,1,1,41445,1,9,3,2903240.2,10026039.299651207
882,45273,66,1,0,1531,8,6,5,4531464.7,10009199.081130033
883,27649,86,0,0,35839,9,10,10,2770975.7,10021974.39328728
884,78681,23,1,1,56264,8,9,3,7884526.5,10020877.340145651
885,30383,24,1,1,41613,9,8,5,3049140.0,10035677.846163973
886,16205,33,1,0,74857,2,5,1,1626165.0,10034958.346189449
887,35821,12,1,0,39266,6,10,7,3589966.3,10021960.023449931
888,96601,97,1,0,21619,2,1,8,9665463.5,10005552.219956316
889,34075,70,1,1,7956,2,2,4,3415018.5,10022064.56346295
890,64246,31,1,0,7469,9,4,1,6435521.5,10016999.501914516
891,8732,69,0,1,28331,2,7,5,876520.1,10038022.217132386
892,15807,34,1,0,58996,7,2,8,1587804.0,10044942.114253178
893,41409,100,1,1,85156,1,1,9,4149403.3,10020534.90787027
894,84748,29,1,0,57674,8,9,7,8480498.3,10006723.816491246
895,95514,64,0,1,88845,6,8,1,9557636.6,10006529.513997948
896,19596,10,1,0,44541,8,10,2,1965484.7,10030030.108185343
897,26886,88,0,1,48679,8,6,0,2692355.1,10013966.74849364
898,5017,48,0,0,71704,1,5,5,506461.3,10094903.32868248
899,817,80,0,1,96822,3,7,3,87408.3,10698690.330477357
900,56381,5,1,1,50835,6,1,1,5646091.9,10014174.810663167
901,45464,3,0,1,42973,5,5,8,4549774.1,10007421.476332922
902,63992,5,1,0,50384,6,9,2,6405553.5,10009928.584823104
903,81411,23,0,1,99433,10,1,9,8149663.8,10010519.217304787
904,67053,15,0,0,72156,5,2,9,6707304.9,10002990.022817772
905,13560,1,1,0,85418,4,3,1,1361612.1,10041387.168141594
906,59993,13,1,1,83164,2,4,3,6009243.5,10016574.43368393
907,95568,61,0,1,79841,2,8,0,9562024.2,10005466.4741336
908,50873,95,0,0,10919,7,10,4,5089609.8,10004540.325909618
909,56885,89,1,1,69885,1,4,8,5699848.1,10019949.195745803
910,72193,49,0,1,53046,4,7,1,7224575.2,10007307.07963376
911,39210,100,0,0,44287,6,9,3,3923171.1,10005537.107880643
912,82468,24,0,1,92478,5,2,10,8250786.9,10004834.481253335
913,64882,88,0,0,26142,5,7,8,6493005.0,10007405.751980519
914,98864,37,1,0,32055,1,7,7,9892826.6,10006500.445055835
915,71061,89,0,1,53656,9,4,7,7118344.8,10017231.392747076
916,46585,73,0,0,10008,2,6,6,4662821.0,10009275.517870558
917,41976,78,0,1,95137,6,7,5,4205798.0,10019530.207737755
918,52165,3,1,0,77195,7,2,6,5221495.8,10009576.919390395
919,89999,49,1,0,18801,9,4,5,9004222.0,10004802.27558084
920,65611,61,0,1,88748,9,9,7,6563935.9,10004322.293517856
921,16067,4,1,0,51833,6,7,7,1610057.7,10020898.11414701
922,57970,2,1,1,59184,5,6,5,5811905.3,10025712.092461618
923,50373,38,0,1,3519,8,3,3,5043556.3,10012419.947193934
924,12079,66,1,1,60660,6,8,9,1213149.0,10043455.58407153
925,36670,12,0,1,81486,1,9,2,3676149.3,10024950.36814835
926,2122,89,1,0,80189,10,9,8,219749.0,10355749.293119699
927,88458,5,0,1,25549,5,8,9,8853221.2,10008389.51818942
928,70603,35,1,0,21908,8,1,7,7065124.2,10006832.854128012
929,70091,62,1,1,37015,2,6,8,7019102.9,10014271.304447075
930,3886,86,1,1,37090,2,5,4,398355.1,10251031.909418425
931,64932,38,0,0,35842,1,9,4,6496287.6,10004755.128442062
932,4434,79,1,1,8718,2,2,5,453660.9,10231414.073071718
933,79441,54,1,0,84220,10,4,3,7949525.1,10006829.093289359
934,53077,84,1,0,83232,4,2,0,5317242.2,10017978.031915896
935,91526,63,0,1,92415,7,2,0,9154926.8,10002542.228437822
936,91334,54,1,0,79832,9,4,3,9142863.7,10010361.63969606
937,38674,79,1,1,49531,4,3,5,3881695.5,10036964.11025495
938,83033,36,1,0,75420,1,9,5,8313113.6,10011818.915370997
939,76692,42,1,0,24738,1,10,1,7673297.7,10005343.060553905
940,9468,3,0,1,84321,10,3,7,952050.6,10055456.273764258
941,1347,45,1,1,52035,7,7,7,142485.8,10578010.393466963
942,74970,60,1,1,91777,2,5,10,7509123.0,10016170.468187274
943,87957,56,0,1,75631,2,9,6,8800891.4,10005902.202212445
944,31560,74,1,0,88534,10,10,2,3159643.4,10011544.359949304
945,23804,58,0,1,80200,1,1,5,2386532.8,10025763.737187026
946,21765,79,1,1,98079,4,10,0,2184139.0,10035097.63381576
947,11192,18,1,1,80973,8,10,9,1129884.5,10095465.511079343
948,91569,74,1,1,59784,1,10,2,9166813.6,10010826.371370224
949,23554,69,1,1,18992,3,3,10,2365037.0,10040914.4943534
950,95444,10,0,1,95204,1,5,4,9547388.2,10003130.841121495
951,35447,94,0,0,66046,8,5,5,3550859.7,10017377.21104748
952,87502,32,0,1,59722,6,9,3,8761066.9,10012419.030422162
953,56188,31,1,1,11214,1,1,9,5627165.8,10014888.944258561
954,58234,22,0,1,88730,3,9,5,5826681.5,10005635.024212658
955,11130,77,1,1,56168,8,2,5,1123958.1,10098455.52560647
956,84920,20,1,1,9914,4,7,3,8498090.8,10007172.397550637
957,52593,7,0,1,4624,9,6,0,5266675.7,10014024.10967239
958,71830,84,1,1,49715,10,5,6,7198524.0,10021612.139774468
959,60443,27,1,0,75789,9,5,5,6050123.0,10009633.86992704
960,87140,89,1,0,95671,1,4,5,8719038.1,10005781.615790682
961,20466,54,0,1,27952,9,8,8,2050714.2,10020102.609205512
962,98983,28,1,0,87042,4,4,6,9907159.5,10008950.526858147
963,97600,92,0,0,25026,7,7,1,9766250.4,10006404.098360656
964,84478,54,0,1,94529,9,7,5,8455893.2,10009580.245744452
965,94293,2,1,0,75139,6,5,3,9434658.4,10005682.712396467
966,79363,63,0,1,23353,5,9,7,7939687.0,10004267.731814574
967,82102,34,1,0,7782,2,9,10,8212467.6,10002761.930281844
968,68916,19,0,0,90143,4,3,7,6893475.3,10002721.138777642
969,79078,60,1,0,38332,10,3,9,7911742.8,10004985.963226182
970,78304,100,0,0,68157,3,4,6,7838249.0,10010023.753575807
971,16318,7,1,0,60177,1,3,4,1641389.8,10058768.231400907
972,32263,76,0,1,27952,8,1,3,3235937.8,10029872.609490748
973,95800,34,1,0,34604,7,8,0,9585132.1,10005357.098121086
974,26659,18,1,1,78689,10,8,2,2677314.0,10042814.809257662
975,74995,94,0,0,65876,7,5,3,7505553.1,10008071.338089205
976,18399,88,0,1,70170,4,3,8,1841652.0,10009522.256644383
977,14099,88,1,1,94875,9,4,10,1417841.9,10056329.526916802
978,59805,45,1,0,16122,2,10,9,5986841.1,10010602.95961876
979,83388,97,0,0,45858,1,4,0,8339971.6,10001404.998321101
980,34049,10,0,0,26771,7,5,7,3413350.2,10024817.762636201
981,80863,57,0,0,98619,9,3,5,8089383.3,10003812.992345078
982,48854,79,1,0,42705,7,9,10,4890551.2,10010544.07008638
983,93002,53,0,0,65917,4,2,9,9302663.2,10002648.545192575
984,68895,50,0,1,24554,6,3,6,6891689.5,10003178.024530081
985,50058,72,0,0,45126,10,2,0,5009004.5,10006401.574173959
986,93342,7,1,0,54075,3,1,7,9340733.0,10006998.992950654
987,87586,41,0,0,42095,5,3,5,8759529.7,10001061.471011348
988,59564,62,1,1,72033,1,3,1,5962905.0,10010921.026123162
989,94512,89,1,0,15527,8,1,2,9457140.2,10006285.127814457
990,35145,44,0,0,17127,3,2,7,3515730.8,10003502.062882345
991,36050,56,0,0,33708,6,8,1,3611909.1,10019165.3259362
992,69630,70,1,1,87049,10,1,9,6973784.9,10015488.869740054
993,7019,33,0,0,82546,6,4,5,705568.8,10052269.554067532
994,3633,11,1,1,68732,3,1,5,375162.2,10326512.524084779
995,17193,18,0,1,88316,9,4,5,1724888.8,10032506.25254464
996,72730,58,0,0,37518,2,10,0,7276501.3,10004814.106970988
997,50152,39,1,0,1849,10,7,2,5018454.5,10006489.272611262
998,88898,53,1,1,71476,9,6,5,8902046.8,10013776.237935614
999,48819,75,1,0,29459,2,2,2,4887042.5,10010533.808558144
1000,92649,31,0,0,56098,10,8,8,9271774.1,10007419.508035704
1001,42485,1,0,0,23782,7,7,3,4251851.7,10007889.13734259
1002,65867,37,0,0,67725,6,2,10,6593211.4,10009885.678716201
1003,2372,41,1,0,60320,1,1,4,241014.3,10160805.227655986
1004,60514,46,1,1,76413,2,1,8,6059360.9,10013155.46815613
1005,93564,16,1,1,13427,4,10,3,9370487.9,10015056.96635458
1006,40622,96,1,0,51135,5,1,9,4071155.9,10022046.920387967
1007,24490,36,0,0,31922,3,6,10,2452012.9,10012302.572478563
1008,24386,69,1,0,96258,9,6,9,2445795.7,10029507.50430575
1009,83072,42,0,1,96852,4,9,10,8312353.4,10006203.534283513
1010,65741,88,0,0,81087,1,3,7,6575564.0,10002226.920795241
1011,48867,40,0,0,67928,1,6,10,4889559.3,10005851.187918227
1012,18148,96,0,1,50444,4,5,9,1821559.0,10037243.773418559
1013,20444,13,0,1,6108,1,3,4,2049492.3,10024908.53062023
1014,95591,85,0,0,56924,6,9,0,9560516.3,10001481.62483916
1015,46572,89,0,0,40052,4,4,9,4658899.3,10003648.758910934
1016,12849,48,1,0,27000,10,5,4,1290147.1,10040836.640983736
1017,21370,67,0,1,11,8,8,4,2142261.9,10024622.835751053
1018,13131,22,0,1,35636,1,7,1,1321934.3,10067278.19663392
1019,4489,54,1,1,80868,10,2,0,453812.6,10109436.400089107
1020,59286,77,0,1,25140,5,3,10,5940315.1,10019760.314408123
1021,38370,20,0,1,14234,6,5,10,3840886.8,10010129.788897576
1022,44479,4,1,0,58162,6,3,1,4453151.1,10011805.795993613
1023,27738,12,0,1,24970,9,4,10,2780182.8,10023011.031797534
1024,82680,89,1,1,39905,9,7,0,8273795.7,10007009.796806967
1025,52687,35,1,0,96309,2,4,8,5271994.4,10006252.775827056
1026,77043,22,1,1,61124,10,6,9,7709349.3,10006553.872512752
1027,58041,71,1,0,15169,10,6,2,5810358.6,10010783.067142192
1028,56147,70,1,0,22279,3,7,7,5621340.6,10011827.167969793
1029,96006,26,1,1,31832,5,7,10,9609774.3,10009555.965252172
1030,92541,5,0,0,70718,5,3,0,9255462.2,10001471.99619628
1031,20978,10,0,0,90537,2,5,1,2100765.6,10014136.714653447
1032,9210,87,0,1,10294,5,7,9,926256.0,10057068.403908795
1033,87699,92,1,0,39608,6,7,3,8777421.0,10008575.924468921
1034,81260,66,0,0,55551,5,5,4,8127110.2,10001366.231848387
1035,94015,33,0,0,45177,2,5,2,9409921.2,10008957.294048822
1036,33979,59,0,1,73305,9,7,10,3402494.4,10013521.292563053
1037,81065,95,0,1,31317,8,4,1,8116681.0,10012559.057546413
1038,61028,63,0,0,16006,6,8,2,6104386.6,10002599.790260209
1039,31419,80,1,0,51100,7,3,4,3147602.9,10018151.118749801
1040,70080,72,0,0,87769,7,7,7,7018061.4,10014357.020547945
1041,58314,75,0,1,32662,6,6,10,5836299.3,10008401.584525157
1042,92128,90,1,0,82984,7,9,9,9223230.9,10011322.182181314
1043,61615,54,0,0,11018,6,8,2,6162767.4,10002056.966647731
1044,92722,79,1,0,83194,4,3,3,9283890.9,10012608.550290115
1045,35755,7,1,0,37565,2,4,9,3578043.3,10007113.131030625
1046,59834,90,1,1,64277,10,6,5,5992116.8,10014568.30564562
1047,76297,88,1,1,32290,7,4,5,7637924.3,10010779.322909158
1048,89286,14,0,0,19140,2,9,2,8933700.6,10005712.653719509
1049,46367,47,1,0,34945,10,8,7,4648492.7,10025433.390126599
1050,7591,98,0,1,48020,3,2,3,765416.6,10083211.698063497
1051,37965,3,0,0,85595,9,1,10,3799673.0,10008357.697879625
1052,3155,53,1,1,3192,1,7,10,323586.5,10256307.448494453
1053,9845,75,0,1,89809,1,8,2,988800.2,10043679.024885729
1054,6363,36,0,0,46886,10,1,0,643101.3,10106888.260254597
1055,77566,38,1,0,57816,6,6,7,7762684.9,10007844.803135395
1056,99918,57,1,1,33628,1,8,4,10002945.0,10011154.146400047
1057,1108,66,0,0,13999,7,8,10,112384.0,10142960.288808664
1058,73867,99,0,0,74407,2,5,10,7391147.9,10006021.498097932
1059,3822,60,0,1,85456,6,4,5,392397.9,10266821.03610675
1060,85911,37,1,0,86247,2,10,6,8598134.4,10008188.008520445
1061,59582,69,1,0,17921,8,5,2,5965453.1,10012173.30737471
1062,92522,39,1,1,20389,1,1,3,9259875.5,10008295.864767298
1063,71418,20,0,1,2634,2,8,7,7147130.4,10007463.664622365
1064,15975,97,0,0,85721,7,1,4,1604852.1,10046022.535211267
1065,26721,12,0,1,88271,4,6,3,2676647.3,10017017.701433329
1066,27230,14,0,1,89665,5,5,9,2730690.0,10028240.91076019
1067,69664,73,1,0,48780,9,10,4,6973278.9,10009874.39710611
1068,59702,45,1,1,68711,10,6,0,5979963.4,10016353.555994773
1069,88079,30,0,1,53806,1,6,10,8810981.7,10003498.790858205
1070,7464,5,1,0,22624,5,10,10,749433.7,10040644.426580923
1071,36836,79,1,0,36935,8,5,2,3690931.9,10019904.169833858
1072,81118,43,0,0,68494,1,7,3,8114549.1,10003389.013535837
1073,21941,76,1,1,83271,7,8,0,2202238.2,10037091.290278476
1074,56509,59,1,0,49492,10,4,1,5654739.9,10006795.20076448
1075,2877,19,1,0,83334,1,4,4,296378.5,10301651.025373653
1076,5013,19,0,0,86460,9,6,3,504173.9,10057328.944743667
1077,14745,68,1,0,86423,10,3,5,1486405.3,10080741.268226517
1078,36511,20,0,0,81530,3,9,0,3652333.3,10003377.886116512
1079,49953,75,1,1,76554,10,9,8,5007612.1,10024647.368526414
1080,65297,73,1,1,22238,6,10,0,6536489.7,10010398.180620855
1081,9457,70,0,1,98638,1,2,9,953108.4,10078337.739240775
1082,14224,26,1,1,22460,7,3,6,1433009.3,10074587.317210348
1083,92860,28,1,1,46410,5,2,2,9291439.8,10005858.065905666
1084,82109,57,0,1,38203,7,6,10,8215749.0,10005905.564554434
1085,82907,81,1,1,90765,8,6,4,8297847.0,10008620.502490742
1086,85467,96,1,0,47070,7,10,7,8552777.6,10007111.048708858
1087,48861,27,1,0,12886,7,9,3,4890753.2,10009523.341724483
1088,20851,89,1,0,76716,1,10,0,2091090.4,10028729.55733538
1089,54531,42,1,0,23673,10,4,4,5456185.6,10005658.43281803
1090,71923,67,1,1,38345,7,9,5,7196257.2,10005501.9951893
1091,87018,37,0,0,38319,6,7,7,8707002.5,10005978.648095796
1092,82525,63,0,1,32886,1,4,7,8258910.8,10007768.312632537
1093,1562,77,0,0,12936,2,8,0,161885.3,10363975.672215108
1094,55877,30,0,0,26799,5,4,7,5589583.4,10003370.617606528
1095,29392,42,1,0,38294,9,7,9,2944295.3,10017335.66956995
1096,61067,81,1,0,67947,2,5,2,6109873.8,10005197.242373131
1097,92725,81,1,1,68299,6,6,1,9283435.3,10011793.259638717
1098,86614,65,0,1,15680,10,6,1,8671187.6,10011300.251691412
1099,85022,55,1,0,24645,5,10,0,8508095.2,10006933.734798051
1100,95388,66,0,0,13520,9,5,10,9543098.8,10004506.64653835
1101,389,28,0,1,47643,9,7,9,43545.0,11194087.403598972
1102,22254,94,0,1,12032,8,7,6,2233861.1,10038020.580569785
1103,17518,98,1,1,6914,5,2,5,1760239.8,10048177.874186551
1104,56997,84,1,0,21075,5,5,10,5704164.0,10007831.99115743
1105,76149,24,0,1,76688,3,4,7,7619731.9,10006345.3229852
1106,26223,35,1,1,53223,3,6,5,2630045.4,10029536.666285321
1107,88914,11,1,0,4480,2,7,6,8899500.5,10009110.488786917
1108,53822,82,0,0,84693,10,6,4,5383902.8,10003163.762030397
1109,22451,88,1,1,73962,9,9,4,2251128.9,10026853.592267605
1110,51678,100,1,0,24703,8,5,5,5175264.6,10014444.444444444
1111,77383,8,1,1,34091,9,2,4,7746930.4,10011152.837186461
1112,46018,47,1,1,95597,3,2,3,4612424.3,10023087.270198617
1113,43691,19,1,1,96161,4,1,2,4375504.3,10014658.167586002
1114,55209,80,1,0,91189,6,6,5,5532468.6,10020954.192251263
1115,24052,85,1,1,82201,3,6,3,2410520.5,10022120.821553301
1116,21482,43,1,1,72335,1,8,3,2156342.1,10037901.96443534
1117,34713,92,0,1,47253,5,6,10,3475991.0,10013513.669230547
1118,20395,11,0,1,16265,5,1,10,2041658.0,10010581.02476097
1119,2599,8,1,0,40789,3,9,1,267488.4,10291973.836090805
1120,81472,22,1,1,16662,8,7,4,8157989.3,10013242.95463472
1121,69945,5,0,0,26679,4,8,10,6998212.4,10005307.59882765
1122,61139,92,0,1,63244,10,2,10,6127221.6,10021789.038093524
1123,28899,6,1,0,49037,7,9,2,2892484.7,10008943.908093706
1124,23210,4,0,0,68109,10,10,3,2321968.4,10004172.339508832
1125,48670,25,1,1,27485,5,8,9,4874367.5,10015137.661803987
1126,60256,60,1,0,57262,9,3,10,6033836.6,10013669.344131704
1127,81902,38,0,0,99403,10,8,1,8192941.0,10003346.682620693
1128,22606,99,0,1,65198,2,3,2,2271736.8,10049264.79695656
1129,56613,58,1,0,34118,2,10,9,5673842.0,10022153.922244007
1130,54822,84,0,1,8145,1,9,2,5485078.6,10005250.811717922
1131,46536,57,0,0,92228,6,5,9,4660099.7,10013967.036272993
1132,61502,77,1,0,39079,1,10,5,6158082.9,10012817.306754252
1133,42079,5,1,0,40631,4,1,10,4213303.1,10012840.371681836
1134,1693,30,0,1,46600,9,1,1,174850.6,10327855.87714117
1135,28617,20,1,0,54971,6,9,9,2866340.5,10016215.88566237
1136,94394,79,0,0,91254,9,10,10,9441848.6,10002594.020806408
1137,71714,82,0,0,42915,9,1,5,7175059.6,10005103.048219316
1138,28076,4,1,1,90966,3,1,4,2819687.4,10043052.429120958
1139,88642,66,0,0,62361,7,3,4,8872635.1,10009515.91796214
1140,99532,17,0,0,79254,3,6,5,9954865.3,10001673.13024957
1141,70707,70,1,1,45156,3,8,2,7077984.1,10010301.808873238
1142,68985,67,1,1,93844,5,4,3,6910322.7,10017138.073494239
1143,20469,43,1,0,19825,7,4,6,2057093.3,10049798.720015634
1144,64930,54,1,1,9580,5,6,10,6510156.1,10026422.454951486
1145,47275,91,0,0,4548,5,1,8,4731933.0,10009377.049180327
1146,88658,94,0,1,7457,10,6,7,8869471.5,10004141.19425207
1147,51476,97,1,1,20959,5,9,4,5155902.7,10016129.264123086
1148,15351,93,1,0,14607,3,3,7,1539085.3,10025961.175167741
1149,66990,11,1,1,51023,10,4,2,6708186.1,10013712.64367816
1150,99338,73,0,1,16935,6,1,3,9941123.7,10007372.50598965
1151,18376,68,0,1,57224,5,9,0,1842716.7,10027844.471049195
1152,16214,65,1,0,28790,1,9,0,1629077.5,10047351.054644134
1153,42477,38,1,0,39099,2,2,2,4252254.1,10010721.33154413
1154,1331,73,0,0,38921,2,3,10,135115.6,10151435.011269722
1155,32433,33,0,1,42438,9,5,6,3253892.9,10032660.87010144
1156,16888,2,1,1,24199,7,5,5,1694620.6,10034465.892941734
1157,45206,39,1,1,72090,4,8,1,4527173.4,10014540.990134055
1158,77936,43,1,0,71732,1,6,2,7799946.1,10008142.706836378
1159,52324,70,1,1,6015,7,6,2,5240655.9,10015778.41908111
1160,94565,13,0,0,41401,8,1,10,9463275.4,10007164.807275418
1161,38273,17,0,1,62953,3,3,10,3832850.2,10014501.60687691
1162,50109,35,0,1,53434,4,2,7,5016997.5,10012168.47272945
1163,1887,70,0,1,91863,10,9,6,194035.5,10282750.397456279
1164,43891,36,0,1,22745,8,9,8,4394008.5,10011183.386115605
1165,43621,28,0,0,97969,2,9,8,4364041.0,10004449.691662272
1166,93924,77,0,0,15847,7,3,5,9396009.2,10003842.681316808
1167,70589,78,1,1,15297,4,5,4,7065959.9,10010001.41665132
1168,15729,36,0,0,442,10,2,0,1575961.8,10019465.954606142
1169,36849,25,0,1,50223,2,4,1,3689400.8,10012214.171347933
1170,68365,98,0,0,80261,1,5,3,6841624.1,10007495.209537044
1171,52478,20,0,1,91632,8,6,9,5252648.2,10009238.538054042
1172,67012,32,0,0,14937,1,9,9,6707398.4,10009249.686623292
1173,61335,61,0,1,28259,7,4,7,6137391.8,10006345.153664302
1174,3535,1,0,1,30010,4,8,10,358689.5,10146803.394625178
1175,79620,60,0,0,65740,1,4,2,7965223.9,10004049.108264254
1176,53596,87,1,1,8149,5,4,5,5369695.0,10018835.360847825
1177,74621,100,1,0,39637,10,3,9,7468927.3,10009149.301135069
1178,21749,44,1,1,4339,3,10,10,2181457.1,10030148.972366545
1179,60899,79,1,1,89739,6,7,1,6099761.4,10016193.040936632
1180,7957,70,1,0,64892,3,5,9,805480.1,10122911.901470404
1181,35941,83,0,0,90658,3,8,9,3596784.1,10007468.072674662
1182,97772,35,1,1,28602,3,2,7,9781828.3,10004733.76835904
1183,66508,75,0,0,56524,10,3,1,6652899.0,10003156.01130691
1184,30862,32,1,1,99355,2,2,3,3091919.1,10018531.203421684
1185,25872,18,0,0,15628,8,9,3,2589819.1,10010123.299319727
1186,81653,67,1,0,29697,2,1,6,8173862.7,10010486.693691598
1187,3261,6,0,1,45457,1,9,4,330590.0,10137687.8258203
1188,86301,57,0,1,96945,1,1,1,8634295.6,10004861.58908935
1189,31810,81,0,0,48530,6,4,5,3183159.4,10006788.431310909
1190,49386,96,0,1,27027,10,2,0,4943038.0,10008986.352407565
1191,82353,84,1,0,77619,3,9,3,8238845.1,10004304.761210885
1192,25998,57,1,1,20234,1,6,5,2618078.1,10070305.792753289
1193,43120,4,1,1,60947,10,5,7,4322504.0,10024359.925788498
1194,82202,100,0,1,47682,8,2,7,8227582.4,10008980.80338678
1195,51966,86,1,1,70351,1,10,2,5202574.4,10011496.747873612
1196,74988,62,1,1,21121,9,7,7,7513503.2,10019607.403851284
1197,35412,27,1,1,95056,7,8,4,3555286.4,10039778.606122218
1198,18179,14,1,1,50124,3,2,7,1822705.4,10026433.797238572
1199,35375,23,0,1,88073,1,3,9,3547670.6,10028750.812720848
1200,75731,13,0,0,31310,9,5,0,7581003.7,10010436.545140035
1201,40227,36,1,1,67337,1,1,8,4030969.7,10020557.585701145
1202,93046,70,0,1,62940,3,7,6,9312840.0,10008855.834748404
1203,16979,67,1,0,81031,1,5,0,1706608.2,10051288.061723305
1204,45273,54,0,1,97875,8,10,1,4535019.7,10017051.4434652
1205,62247,100,0,0,42837,6,4,7,6231793.0,10011394.926663132
1206,44913,30,0,0,33937,9,9,10,4493550.5,10005010.798655178
1207,60745,97,0,1,81543,9,6,1,6084063.5,10015743.682607623
1208,93571,47,1,0,65586,1,9,7,9361586.8,10004795.075397294
1209,15186,54,0,0,68059,2,8,2,1523188.1,10030212.695904123
1210,32024,91,0,1,92108,6,10,10,3207302.9,10015310.079940045
1211,30579,73,0,0,40829,7,4,1,3064236.2,10020720.75607443
1212,83117,48,1,0,50761,6,6,1,8314925.3,10003880.433605641
1213,75189,55,0,0,10068,6,4,4,7523363.5,10005936.37367168
1214,6121,70,1,0,8342,5,1,10,618710.4,10107995.425584055
1215,47554,86,1,1,76284,9,4,3,4765507.0,10021253.73259873
1216,38525,87,1,1,585,3,3,6,3861258.8,10022735.366645036
1217,76623,27,0,0,64868,10,9,9,7663621.1,10001724.155932292
1218,56430,86,0,1,66145,10,8,5,5651930.3,10015825.447457027
1219,89237,9,1,0,61909,3,5,8,8935828.4,10013591.223371472
1220,42495,49,0,1,96128,2,3,5,4254092.8,10010807.859748205
1221,2930,61,1,0,29549,9,4,0,298074.2,10173180.887372013
1222,34336,92,1,1,8540,3,4,5,3442471.3,10025836.73112768
1223,39222,55,1,0,10874,8,3,6,3929495.1,10018599.510478813
1224,36428,24,0,1,17210,5,2,9,3646080.5,10009005.435379378
1225,9852,85,1,0,94771,9,10,1,992182.0,10070868.8591149
1226,27197,43,1,1,79478,1,1,7,2727914.1,10030202.228186931
1227,30176,36,0,1,40392,9,8,8,3024957.1,10024380.63361612
1228,40057,56,0,0,74405,10,9,2,4007722.0,10005047.806875203
1229,54379,82,1,1,59671,10,9,1,5447444.2,10017551.260596922
1230,35131,20,0,1,598,6,2,4,3515398.1,10006541.516039964
1231,30872,54,0,0,59528,3,6,9,3088148.2,10003071.391552215
1232,94569,18,1,1,84696,3,4,2,9464117.0,10007631.464856349
1233,35714,84,1,0,7831,7,9,3,3578983.3,10021233.40986728
1234,63182,21,0,1,37179,7,5,9,6326321.0,10012853.344306923
1235,35122,45,0,1,85058,4,1,1,3519372.3,10020421.103581801
1236,49171,2,1,1,900,8,5,2,4931736.4,10029766.325679772
1237,83780,56,1,0,13031,3,10,1,8382464.0,10005328.240630222
1238,87781,72,1,1,74153,2,9,10,8789651.1,10013158.997960834
1239,93437,40,1,0,34307,3,7,6,9350312.9,10007077.389042884
1240,51477,14,1,1,42991,5,9,4,5152795.1,10009897.818443187
1241,33028,62,0,1,28557,6,2,6,3307652.6,10014692.382221146
1242,78173,67,0,0,39114,2,3,7,7819707.6,10003079.835748916
1243,85424,18,1,1,67302,6,2,10,8548350.5,10006965.840981457
1244,41303,43,0,0,33769,2,2,3,4132922.1,10006348.449265186
1245,96859,19,0,1,42707,4,3,8,9697543.0,10012020.565977348
1246,43455,37,0,1,99898,6,10,0,4353454.0,10018303.99263606
1247,66050,85,1,0,8500,8,3,8,6616556.8,10017497.047691142
1248,56659,43,0,1,69541,6,8,3,5671005.2,10009010.3955241
1249,58597,99,1,1,17260,10,7,0,5867655.1,10013575.950987251
1250,78552,67,1,1,44435,8,8,7,7861906.8,10008538.038496792
1251,36565,5,0,0,41430,1,9,10,3658403.7,10005206.34486531
1252,97843,40,0,0,73758,2,6,0,9790045.2,10005871.855932461
